Publication Year;Title;Author;Venue;Included?;IC1;IC2;IC3;EC1;EC2;EC3;EC4;EC5;EC6;Source;Rationale;;
2020;Hybrid and lightweight detection of third party tracking: Design, implementation, and evaluation;"Cozza, Federico; Guarino, Alfonso; Isernia, Francesco; Malandrino, Delfina; Rapuano, Antonio; Schiavone, Raffaele; Zaccagnino, Rocco;";Computer Networks;No;FALSO;;;;;;;;;OriginalStudy;Not about the mobile web.;;
2014;Towards secure web browsing on mobile devices;"Amrutkar, Chaitrali Vijay;";;No;;;;;;;VERO;;;OriginalStudy;Is a Phd thesis.;;
2014;Energy efficiency analysis and optimization for mobile platforms;"Metri, Grace;";;No;;;;;;;VERO;;;OriginalStudy;Is a Phd dissertation;;
2013;Energy-efficient on-demand streaming in mobile cellular networks;"Cui, Yong; Ma, Xiao; Liu, Jiangchuan; Bao, Yayun;";IEEE COMSOC MMTC E-LETTER;No;FALSO;;;;;;;;;OriginalStudy;Not about the mobile web.;;
2016;Smartphone power consumption characterization and dynamic optimization techniques for OLED display;"Chen, Xiang;";;No;;;;;;;VERO;;;OriginalStudy;Is a Phd thesis.;;
2015;When to type, talk, or swype: Characterizing energy consumption of mobile input modalities;"Jiang, Fangzhou; Zarepour, Eisa; Hassan, Mahbub; Seneviratne, Aruna; Mohapatra, Prasant;";2015 IEEE International Conference on Pervasive Computing and Communications (PerCom);No;FALSO;;;;;;;;;OriginalStudy;Not about the mobile web.;;
2013;Just-in-time Acceleration of JavaScript;"Pitambare, Uday; Chauhan, Arun; Malviya, Saurabh;";;No;FALSO;;;;;;;;;OriginalStudy;No explicit focus on the mobile web.;;
2014;Differences of energetic consumption between Java and JNI Android apps;"Ramírez, Ricardo Isidro; Rubio, Erika Hernández; Viveros, Amilcar Meneses; Hernández, Irene Monserrat Torres;";2014 International Symposium on Integrated Circuits (ISIC);No;FALSO;;;;;;;;;OriginalStudy;No focus on mobile web only native apps.;;
2019;Weec: Web energy efficient computing: A machine learning approach;"Uzair, Ahmed; Beg, Mirza O; Mujtaba, Hasan; Majeed, Hammad;";Sustainable Computing: Informatics and Systems;No;FALSO;;;;;;;;;OriginalStudy;Does experiments on energy efficiency but no mobile web apps are used. Just the normal ALEXA 500 websites.;;
2013;Energy consumption in mobile computing;"Ramírez, Ricardo Isidro; Rubio, Erika Hernández; Viveros, Amilcar Meneses;";CONIELECOMP 2013, 23rd International Conference on Electronics, Communications and Computing;No;;FALSO;;;;;;;;OriginalStudy;Does no real measurement-based experiment.;;
2017;Twisting web pages for saving energy;"Köksal, Eda; Yeşilada, Yeliz; Harper, Simon;";International Conference on Web Engineering;No;FALSO;;;;;;;;;OriginalStudy;No experiments on the mobile web are done.;;
2014;ScoDA: Cooperative Content Adaptation Framework for Mobile Browsing;"Dubey, Ayush; De, Pradipta; Dey, Kuntal; Mittal, Sumit; Agarwal, Vikas; Cheltur, Malolan; Mukherjea, Sougata;";2014 IEEE 15th International Conference on Mobile Data Management;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2017;An adaptive and integrated low-power framework for multicore mobile computing;"Choi, Jongmoo; Jung, Bumjong; Choi, Yongjae; Son, Seiil;";Mobile Information Systems;No;FALSO;;;;;;;;;OriginalStudy;No focus on mobile web.;;
2015;Energy stealing-an exploration into unperceived activities on mobile systems;"Lin, Chi-Hsuan; Chang, Yu-Ming; Hsiu, Pi-Cheng; Chang, Yuan-Hao;";2015 IEEE/ACM International Symposium on Low Power Electronics and Design (ISLPED);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2019;Slimming javascript applications: An approach for removing unused functions from javascript libraries;"Vázquez, Hernán Ceferino; Bergel, Alexandre; Vidal, Santiago; Pace, JA Díaz; Marcos, Claudia;";Information and Software Technology;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web, only the web.;;
2015;A survey on energy-aware profiler for mobile devices;"Jofri, Muhammad Hanif; Fudzee, Mohd Farhan Md; Ismail, Mohd Norasri;";Computational Intelligence in Information Systems;No;;;;;;VERO;;;;OriginalStudy;Is a secondary study;;
2019;BatteryLab, A Distributed Power Monitoring Platform For Mobile Devices;"Varvello, Matteo; Katevas, Kleomenis; Plesa, Mihai; Haddadi, Hamed; Livshits, Benjamin;";Proceedings of the 18th ACM Workshop on Hot Topics in Networks;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2019;Evaluating energy-efficiency using thermal imaging;"Flores, Huber; Hamberg, Jonatan; Li, Xin; Malmivirta, Titti; Zuniga, Agustin; Lagerspetz, Eemil; Nurmi, Petteri;";Proceedings of the 20th International Workshop on Mobile Computing Systems and Applications;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web, focuses on native apps.;;
2014;Characterization of mobile applications according to their energy consumptions;"Pinarer, Ozgun; Ozgovde, Atay;";2014 22nd Signal Processing and Communications Applications Conference (SIU);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;Storage on your smartphone uses more energy than you think;"Mohan, Jayashree; Purohith, Dhathri; Halpern, Matthew; Chidambaram, Vijay; Reddi, Vijay Janapa;";9th {USENIX} Workshop on Hot Topics in Storage and File Systems (HotStorage 17);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2014;Content distribution in delay-tolerant networks using social context;"Cabaniss, Roy; Madria, Sanjay;";2014 7th IFIP Wireless and Mobile Networking Conference (WMNC);No;FALSO;;;;;;;;;OriginalStudy;Again, no focus on the mobile web.;;
2014;Methodology and tool for energy consumption modeling of mobile devices;"Dolezal, Jakub; Becvar, Zdenek;";2014 IEEE Wireless Communications and Networking Conference Workshops (WCNCW);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2015;Landing page characteristics model for mobile web performance evaluations on object and page levels;"Johnson, Troy; Seeling, Patrick;";2015 IEEE International Conference on Communications (ICC);No;;FALSO;;;;;;;;OriginalStudy;Proposes a model does no real experiments.;;
2013;Mobile computing: Challenges and opportunities for autonomy and feedback;"Mengshoel, Ole J; Iannucci, Bob; Ishihara, Abe;";8th International Workshop on Feedback Computing (Feedback Computing 13);No;FALSO;;;;;;;;;OriginalStudy;Not about the mobile web.;;
2013;Reducing power consumption of IEEE802. 11 stations in flexible multicast services;"Morisawa, Yuta; Kawahara, Yoshihiro; Asami, Tohru;";Proceedings of the 19th annual international conference on Mobile computing & networking;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;Streaming and 3D mapping of AGRI-data on mobile devices;"Stojanovic, Vladeta; Falconer, Ruth E; Isaacs, John; Blackwood, David; Gilmour, Daniel; Kiezebrink, D; Wilson, J;";Computers and Electronics in Agriculture;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;Energy Consumption in Mobile Phones.;"Javed, Ambrin; Shahid, Muhammad Alyas; Sharif, Muhammad; Yasmin, Mussarat;";International Journal of Computer Network & Information Security;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2014;Energy-aware development and labeling for mobile applications;"Wilke, Claas;";;No;;;;;;;VERO;;;OriginalStudy;Is a thesis;;
2014;Energy use and greenhouse gas emissions in digital news media: Ethical implications for journalists and media organisations;"Wood, Stephen; Shabajee, Paul; Schien, Daniel; Hodgson, Christopher; Preist, Chris;";Digital Journalism;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2013;Power consumption of mobile video streaming under adverse network conditions;"Ma, Junlun; Deng, Xiang; Liu, Yong; Wu, Di;";2013 IEEE/CIC International Conference on Communications in China (ICCC);No;;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;Search result prefetching on desktop and mobile;"White, Ryen W; Diaz, Fernando; Guo, Qi;";ACM Transactions on Information Systems (TOIS);No;;FALSO;;;;;;;;OriginalStudy;Does not focus on runtime characteristics of mobile web entities.;;
2019;Energy-efficient video processing for virtual reality;"Leng, Yue; Chen, Chi-Chun; Sun, Qiuyue; Huang, Jian; Zhu, Yuhao;";Proceedings of the 46th International Symposium on Computer Architecture;No;;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2016;Type, Talk, or Swype: Characterizing and comparing energy consumption of mobile input modalities;"Jiang, Fangzhou; Zarepour, Eisa; Hassan, Mahbub; Seneviratne, Aruna; Mohapatra, Prasant;";Pervasive and Mobile Computing;No;FALSO;;;;;;;;;OriginalStudy;No explicit focus on the mobile web.;;
2016;Smart-phone battery-life short-fall in disaster response: Quantifying the gap;"Kongsiriwattana, Watcharachai; Gardner-Stephen, Paul;";2016 IEEE Global Humanitarian Technology Conference (GHTC);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2015;Optimization in power usage of smartphones;"Naik, Balaji A; Chavan, RK;";International Journal of Computer Applications;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;Improving scientific application execution on android mobile devices via code refactorings;"Rodriguez, Ana; Mateos, Cristian; Zunino, Alejandro;";Software: Practice and Experience;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2013;Analyzing computation offloading energy-efficiency measurements;"Fekete, Krisztián; Csorba, Kristóf; Forstner, Bertalan; Vajk, Tamás; Fehér, Marcell; Albert, István;";2013 IEEE international conference on communications workshops (ICC);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2013;Mobile web browser optimizations in the cloud era: A survey;"Wang, Haoyu; Kong, Junjun; Guo, Yao; Chen, Xiangqun;";2013 IEEE Seventh International Symposium on Service-Oriented System Engineering;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2018;A survey on developing personalized content services in museums;"Kosmopoulos, Dimitrios; Styliaras, Georgios;";Pervasive and Mobile Computing;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2015;Mobinsight: On improving the performance of mobile apps in cellular networks;"Gabale, Vijay; Krishnaswamy, Dilip;";Proceedings of the 24th International Conference on World Wide Web;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;E-Android: A new energy profiling tool for smartphones;"Gao, Xing; Liu, Dachuan; Liu, Daiping; Wang, Haining; Stavrou, Angelos;";2017 IEEE 37th International Conference on Distributed Computing Systems (ICDCS);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2014;Towards Quality-aware Simulations on Mobile Devices.;"Dibak, Christoph; Koldehofe, Boris;";GI-Jahrestagung;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2018;Development frameworks for mobile devices: a comparative study about energy consumption;"Corbalan, Leonardo; Fernandez, Juan; Cuitiño, Alfonso; Delia, Lisandro; Cáseres, Germán; Thomas, Pablo; Pesado, Patricia;";Proceedings of the 5th International Conference on Mobile Software Engineering and Systems;No;FALSO;;;;;;;;;OriginalStudy;No mobile web apps were tested.;;
2018;IoT data prefetching in indoor navigation SOAs;"Konstantinidis, Andreas; Irakleous, Panagiotis; Georgiou, Zacharias; Zeinalipour-Yazti, Demetrios; Chrysanthis, Panos K;";ACM Transactions on Internet Technology (TOIT);No;FALSO;;;;;;;;;OriginalStudy;No focus on mobile web.;;
2013;Battery power saving profile with learning engine in Android phones;"Bala, Rimpy; Garg, Anu;";International Journal of Computer Applications;No;FALSO;;;;;;;;;OriginalStudy;No focus on mobile web.;;
2015;Cargadores solares portátiles para el uso de dispositivos móviles en zonas rurales aisladas del NOA;"Rocabado, Sergio; Cadena, Carlos; DIAZ, J;";;No;;;;VERO;;;;;;OriginalStudy;Not in English;;
2017;Caching to reduce mobile app energy consumption;"Dutta, Kaushik; Vandermeer, Debra;";ACM Transactions on the Web (TWEB);No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2013;Energy efficiency optimization of application software;"Grosskop, Kay; Visser, Joost;";Advances in Computers;No;FALSO;;;;;;;;;OriginalStudy;Again no focus on the mobile web.;;
2014;Supporting evolution and maintenance of Android apps;"Linares-Vásquez, Mario;";Companion Proceedings of the 36th International Conference on Software Engineering;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;A two-phase energy-aware scheduling approach for cpu-intensive jobs in mobile grids;"Hirsch, Matías; Rodríguez, Juan Manuel; Mateos, Cristian; Zunino, Alejandro;";Journal of Grid Computing;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web.;;
2017;A survey on energy estimation and power modeling schemes for smartphone applications;"Ahmad, Raja Wasim; Gani, Abdullah; Hamid, Siti Hafizah Ab; Shojafar, Mohammad; Ahmed, Abdelmuttlib Ibrahim Abdalla; Madani, Sajjad A; Saleem, Kashif; Rodrigues, Joel JPC;";International Journal of Communication Systems;No;;;;;;VERO;;;;OriginalStudy;Is a survey;;
2013;Analysis for the design of open applications on mobile devices;"Hernandez, Irene Monserrat Torres; Viveros, Amilcar Meneses; Rubio, Erika Hernandez;";CONIELECOMP 2013, 23rd International Conference on Electronics, Communications and Computing;No;;FALSO;;;;;;;;OriginalStudy;Does not report an measurement-based experiment.;;
2014;Energy-efficient transmission scheduling in mobile phones using machine learning and participatory sensing;"Tang, Zaiyang; Guo, Song; Li, Peng; Miyazaki, Toshiaki; Jin, Hai; Liao, Xiaofei;";IEEE Transactions on Vehicular Technology;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web;;
2016;Battery-aware centralized schedulers for cpu-bound jobs in mobile grids;"Hirsch, Matías; Rodriguez, Juan Manuel; Zunino, Alejandro; Mateos, Cristian;";Pervasive and Mobile Computing;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web;;
2015;Powerslave: Analyzing the energy consumption of mobile antivirus software;"Polakis, Iasonas; Diamantaris, Michalis; Petsas, Thanasis; Maggi, Federico; Ioannidis, Sotiris;";International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web;;
2013;Power consumption model of a mobile GPU based on rendering complexity;"Vatjus-Anttila, Jarkko M; Koskela, Timo; Hickey, Seamus;";2013 Seventh International Conference on Next Generation Mobile Apps, Services and Technologies;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web;;
2013;Methods for measurement of energy consumption in mobile devices;"Damaševičius, Robertas; Štuikys, Vytautas; Toldinas, Jevgenijus;";Metrology and measurement systems;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web;;
2015;Energy-aware performance evaluation of android custom kernels;"Corral, Luis; Georgiev, Anton B; Janes, Andrea; Kofler, Stefan;";2015 IEEE/ACM 4th International Workshop on Green and Sustainable Software;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web;;
2013;A model for green design of online news media services;"Schien, Daniel; Shabajee, Paul; Wood, Stephen G; Preist, Chris;";Proceedings of the 22nd international conference on World Wide Web;No;;FALSO;;;;;;;;OriginalStudy;Does not report an measurement-based experiment on runtime characteristics of the mobile web.;;
2017;AppHolmes: Detecting and characterizing app collusion among third-party Android markets;"Xu, Mengwei; Ma, Yun; Liu, Xuanzhe; Lin, Felix Xiaozhu; Liu, Yunxin;";Proceedings of the 26th International Conference on World Wide Web;No;FALSO;;;;;;;;;OriginalStudy;No focus on the mobile web;;
2013;Enabling the transition to the mobile web with websieve;"Butkiewicz, Michael; Wu, Zhe; Li, Shunan; Murali, Pavithra; Hristidis, Vagelis; Madhyastha, Harsha V; Sekar, Vyas;";Proceedings of the 14th Workshop on Mobile Computing Systems and Applications;No;;FALSO;;;;;;;;OriginalStudy;Reports no measurement-based experiments of runtime characterisitics of mobile web entities.;;
